Unit,AbstractUnit,Role,TestClass,PhoneticScore,Occurrences,TextCount,TopRegion,TopSite,TopSymbol,TopType,TopMaterial,Frames,SemanticFrames,ExampleTexts
176,R02,PrimeEntityFiller,StrongOnomasticAnchor,0.79,5,5,Lower Indus:4; Gujarat/Kutch:1,Mohenjo-daro:4; Lothal:1,Bull:4; Gaur:1,SEAL:5,Steatite:5,002|740:4; <START>|741:1,PrimeEntitySealFormula:4; TerminalFormula:1,L-46@Lothal/Gaur; M-127@Mohenjo-daro/Bull; M-963@Mohenjo-daro/Bull; M-1755@Mohenjo-daro/Bull; M-15@Mohenjo-daro/Bull
032-220,A07-A09,PrimeEntityFiller,StrongOnomasticAnchor,0.757,2,2,Lower Indus:1; Inter-Riverine:1,Mohenjo-daro:1; Harappa:1,Bull:2,SEAL:2,Faience:1; Clay:1,002|740:1; <START>|233:1,PrimeEntitySealFormula:1; TerminalFormula:1,M-1763@Mohenjo-daro/Bull; H-601@Harappa/Bull
590-390,A08-M02,PrimeEntityFiller,StrongOnomasticAnchor,0.737,3,3,Gujarat/Kutch:1; Lower Indus:1; Inter-Riverine:1,Dholavira:1; Mohenjo-daro:1; Harappa:1,Bull:2; Unknown:1,SEAL:3,Steatite:3,002|740:3,PrimeEntitySealFormula:3,-@Dholavira/Bull; M-851@Mohenjo-daro/Bull; H-1692@Harappa/Unknown
240-482,A02-R16,PrimeEntityFiller,StrongOnomasticAnchor,0.664,8,8,Inter-Riverine:7; Lower Indus:1,Harappa:7; Mohenjo-daro:1,Unknown:5; Bull:2; Elephant:1,TAB:7; SEAL:1,Unknown:4; Clay:2; Steatite:1; Faience:1,002|740:8,PrimeEntityAdministrativeFormula:7; PrimeEntitySealFormula:1,M-280@Mohenjo-daro/Elephant; H-806@Harappa/Unknown; H-807@Harappa/Unknown; H-808@Harappa/Unknown; H-1130@Harappa/Unknown; H-1131@Harappa/Unknown; H-2010@Harappa/Bull; H-2011@Harappa/Bull
235-222,M01-R31,PrimeEntityFiller,StrongOnomasticAnchor,0.623,3,3,Lower Indus:2; Other:1,Chanhu-daro:2; Unknown:1,Bull:3,SEAL:3,Steatite:2; Unknown:1,002|740:3,PrimeEntitySealFormula:3,C-53@Chanhu-daro/Bull; C-58@Chanhu-daro/Bull; -@Unknown/Bull
240-176,A02-R02,PrimeEntityFiller,StrongOnomasticAnchor,0.608,2,2,Lower Indus:1; Inter-Riverine:1,Mohenjo-daro:1; Harappa:1,Tigr:1; Bull:1,SEAL:2,Steatite:2,002|740:2,PrimeEntitySealFormula:2,M-289@Mohenjo-daro/Tigr; H-408@Harappa/Bull
235-840-032,M01-R10-A07,PrimeEntityFiller,StrongOnomasticAnchor,0.6,2,2,Lower Indus:1; Inter-Riverine:1,Mohenjo-daro:1; Harappa:1,Elephant:1; Bull:1,SEAL:2,Steatite:1; Unknown:1,002|740:2,PrimeEntitySealFormula:2,M-1152@Mohenjo-daro/Elephant; H-1048@Harappa/Bull
235,M01,InitialFiller,CrossFramePhoneticAnchor,0.931,28,28,Lower Indus:17; Inter-Riverine:8; Gujarat/Kutch:3,Mohenjo-daro:16; Harappa:8; Dholavira:2; Chanhu-daro:1; Lothal:1,Unknown:9; Bull:4; Gaur:3; Composite/Multiple:2; S590:2,SEAL:16; TAB:11; POT:1,Steatite:11; Unknown:6; Clay:5; Copper:4,<START>|240:13; <START>|233:9; <START>|520:5; 002|740:1,TerminalFormula:25; LowEvidenceSequence:2; PrimeEntitySealFormula:1,H-148@Harappa/Unknown; -@Dholavira/Bull; M-1917@Mohenjo-daro/Tigr; M-653@Mohenjo-daro/Bull; C-70@Chanhu-daro/Bull; L-111@Lothal/Unknown; H-141@Harappa/Unknown; M-1885@Mohenjo-daro/Gaur
520,T02,TerminalFiller,CrossFramePhoneticAnchor,0.886,21,21,Inter-Riverine:7; Lower Indus:6; Gujarat/Kutch:5; Eastern Headwaters:2,Mohenjo-daro:6; Harappa:6; Dholavira:4; Banawali:2; Rahman-deri:1,Unknown:7; Bull:7; Composite/Multiple:2; MISC:1; Ass:1,SEAL:11; TAB:6; TAG:3; POT:1,Steatite:10; Clay:6; Unknown:3; Bone:1,235|<END>:7; 233|<END>:6; 031|<END>:4; 001|<END>:2; 002|<END>:2,TerminalFormula:19; ClassifierSlotTerminalFormula:2,M-686@Mohenjo-daro/Unknown; -@Dholavira/Bull; Rhd-1@Rahman-deri/MISC; -@Kanmer/Ass; M-1827@Mohenjo-daro/Bull; M-1836@Mohenjo-daro/Bull; H-922@Harappa/Unknown; H-923@Harappa/Unknown
740,T01,TerminalFiller,CrossFramePhoneticAnchor,0.878,10,10,Lower Indus:5; Gujarat/Kutch:3; Inter-Riverine:2,Mohenjo-daro:5; Kalibangan:2; Surkotada:1; Lothal:1; Dholavira:1,Unknown:5; Gavial:2; Bull:2; Buff:1,SEAL:8; TAB:2,Steatite:5; Unknown:3; Terracotta:2,861|<END>:4; 817|<END>:2; 002|<END>:2; 060|<END>:1; 235|<END>:1,ClassifierSlotTerminalFormula:6; TerminalFormula:2; PrimeEntitySealFormula:1; PrimeEntityAdministrativeFormula:1,M-1346@Mohenjo-daro/Unknown; Sktd-2@Surkotada/Unknown; K-78@Kalibangan/Gavial; M-1960@Mohenjo-daro/Unknown; L-60@Lothal/Unknown; M-389@Mohenjo-daro/Unknown; K-157@Kalibangan/Gavial; M-1903@Mohenjo-daro/Buff
031,M03,InitialFiller,CrossFramePhoneticAnchor,0.856,11,11,Lower Indus:5; Inter-Riverine:3; Gujarat/Kutch:2; Upper Indus:1,Mohenjo-daro:4; Harappa:3; Rahman-deri:1; Kanmer:1; Dholavira:1,Unknown:5; Bull:4; MISC:1; Ass:1,SEAL:8; TAB:2; POT:1,Steatite:8; Bone:1; Unknown:1; Clay:1,<START>|520:4; <START>|240:3; <START>|001:2; 031|<END>:1; 820|<END>:1,TerminalFormula:7; LowEvidenceSequence:3; InitialClassifierFormula:1,H-440@Harappa/Bull; Rhd-1@Rahman-deri/MISC; -@Kanmer/Ass; M-1982@Mohenjo-daro/Unknown; M-951@Mohenjo-daro/Bull; H-922@Harappa/Unknown; H-923@Harappa/Unknown; M-993@Mohenjo-daro/Bull
233,A04,InitialFiller,CrossFramePhoneticAnchor,0.848,10,10,Inter-Riverine:5; Lower Indus:3; Gujarat/Kutch:2,Harappa:5; Mohenjo-daro:3; Lothal:1; Dholavira:1,Bull:5; Gaur:2; Pipal:1; Unknown:1; Elephant:1,SEAL:6; TAB:4,Steatite:5; Faience:4; Clay:1,<START>|520:7; 002|740:1; <START>|001:1; 002|<END>:1,TerminalFormula:8; PrimeEntitySealFormula:1; InitialClassifierFormula:1,L-41@Lothal/Bull; M-1827@Mohenjo-daro/Bull; M-1836@Mohenjo-daro/Bull; -@Dholavira/Bull; H-243@Harappa/Pipal; H-698@Harappa/Gaur; H-1770@Harappa/Gaur; H-249@Harappa/Unknown
032,A07,TerminalFiller,CrossFramePhoneticAnchor,0.816,10,10,Lower Indus:8; Inter-Riverine:2,Chanhu-daro:5; Mohenjo-daro:3; Harappa:2,Bull:6; Unknown:3; Gaur:1,SEAL:8; TAB:2,Steatite:9; Unknown:1,031|<END>:5; <START>|390:2; <START>|001:2; 820|<END>:1,TerminalFormula:5; PrimeEntitySealFormula:2; ClassifierSlotTerminalFormula:1; LowEvidenceSequence:1; InitialClassifierFormula:1,M-165@Mohenjo-daro/Bull; C-53@Chanhu-daro/Bull; C-58@Chanhu-daro/Bull; C-76@Chanhu-daro/Gaur; M-1835@Mohenjo-daro/Bull; -@Harappa/Unknown; H-1312@Harappa/Unknown; C-29@Chanhu-daro/Unknown
176-740,R02-T01,TerminalFiller,CrossFramePhoneticAnchor,0.807,8,8,Lower Indus:5; Inter-Riverine:2; Gujarat/Kutch:1,Mohenjo-daro:5; Kalibangan:1; Harappa:1; Dholavira:1,Unknown:4; Bull:2; Other:2,SEAL:5; TAB:3,Steatite:3; Copper:3; Terracotta:1; Unknown:1,233|<END>:4; 741|<END>:1; 001|<END>:1; <START>|001:1; 031|<END>:1,TerminalFormula:7; ClassifierSlotTerminalFormula:1,M-320@Mohenjo-daro/Bull; K-62@Kalibangan/Unknown; H-155@Harappa/Unknown; M-503@Mohenjo-daro/Unknown; M-1449@Mohenjo-daro/Other; -@Dholavira/Unknown; M-155@Mohenjo-daro/Bull; M-1448@Mohenjo-daro/Other
240-520,A02-T02,TerminalFiller,CrossFramePhoneticAnchor,0.807,32,32,Inter-Riverine:30; Lower Indus:2,Harappa:30; Mohenjo-daro:1; Nausharo:1,Bull:30; Unknown:1; Zebu:1,TAB:29; SEAL:3,Unknown:28; Steatite:3; Clay:1,002|<END>:29; 235|<END>:1; 741|<END>:1; 060|<END>:1,TerminalFormula:32,H-148@Harappa/Unknown; M-1900@Mohenjo-daro/Zebu; Ns-6@Nausharo/Bull; H-252@Harappa/Bull; H-253@Harappa/Bull; H-254@Harappa/Bull; H-255@Harappa/Bull; H-256@Harappa/Bull
820-002,C01-A01,InitialFiller,CrossFramePhoneticAnchor,0.806,8,8,Gujarat/Kutch:3; Inter-Riverine:3; Lower Indus:2,Mohenjo-daro:2; Harappa:2; Dholavira:2; Lothal:1; Kalibangan:1,Bull:4; Unknown:2; Gavial:1; Rhinoceros:1,SEAL:4; TAB:2; TAG:2,Steatite:2; Unknown:2; Agate:1; Terracotta:1,<START>|240:5; <START>|520:2; <START>|390:1,PrimeEntitySealFormula:3; ClassifierSlotTerminalFormula:3; PrimeEntityAdministrativeFormula:1; InitialClassifierFormula:1,L-83@Lothal/Unknown; K-78@Kalibangan/Gavial; M-651@Mohenjo-daro/Bull; H-231@Harappa/Unknown; H-273@Harappa/Bull; M-1136@Mohenjo-daro/Rhinoceros; -@Dholavira/Bull; -@Dholavira/Bull
240,A02,TerminalFiller,CrossFramePhoneticAnchor,0.791,6,6,Lower Indus:3; Inter-Riverine:2; Gujarat/Kutch:1,Mohenjo-daro:3; Harappa:2; Lothal:1,Bull:6,SEAL:6,Steatite:6,<START>|233:2; 002|<END>:2; 002|740:1; 741|<END>:1,LowEvidenceSequence:2; InitialClassifierFormula:2; PrimeEntitySealFormula:1; TerminalFormula:1,M-833@Mohenjo-daro/Bull; M-1712@Mohenjo-daro/Bull; M-1720@Mohenjo-daro/Bull; L-65@Lothal/Bull; H-1052@Harappa/Bull; H-273@Harappa/Bull
803,A12,InitialFiller,CrossFramePhoneticAnchor,0.79,6,6,Inter-Riverine:3; Lower Indus:3,Mohenjo-daro:3; Harappa:2; Kalibangan:1,Unknown:3; Gaur:1; Bull:1; Zebu:1,SEAL:4; TAG:1; TAB:1,Steatite:3; Terracotta:1; Clay:1; Faience:1,<START>|233:4; <START>|240:1; 002|740:1,TerminalFormula:4; NameLikeTerminalFormula:1; PrimeEntitySealFormula:1,K-62@Kalibangan/Unknown; M-1079@Mohenjo-daro/Gaur; M-705@Mohenjo-daro/Bull; H-240@Harappa/Unknown; M-1119@Mohenjo-daro/Zebu; H-1842@Harappa/Unknown
003,M05,InitialFiller,CrossFramePhoneticAnchor,0.771,8,8,Lower Indus:4; Inter-Riverine:4,Mohenjo-daro:4; Harappa:3; Kalibangan:1,Bull:3; Unknown:2; Comp:1; Scene:1; Zebu:1,SEAL:7; TAB:1,Unknown:3; Steatite:3; Copper:1; Faience:1,<START>|390:5; <START>|233:1; <START>|001:1; 741|<END>:1,LowEvidenceSequence:7; TerminalFormula:1,M-550@Mohenjo-daro/Comp; M-1197@Mohenjo-daro/Unknown; H-596@Harappa/Unknown; K-65@Kalibangan/Scene; M-1857@Mohenjo-daro/Bull; M-179@Mohenjo-daro/Bull; H-585@Harappa/Zebu; H-462@Harappa/Bull
140,M07,InitialFiller,CrossFramePhoneticAnchor,0.77,7,7,Inter-Riverine:4; Lower Indus:3,Harappa:4; Mohenjo-daro:3,Bull:3; Goat:4:3; Zebu:1,SEAL:4; TAB:3,Steatite:4; Faience:3,<START>|001:3; <START>|390:2; 002|740:1; <START>|741:1,TerminalFormula:4; PrimeEntitySealFormula:2; LowEvidenceSequence:1,M-1114@Mohenjo-daro/Zebu; M-708@Mohenjo-daro/Bull; M-51@Mohenjo-daro/Bull; H-1771@Harappa/Goat:4; H-1773@Harappa/Goat:4; H-1772@Harappa/Goat:4; H-1666@Harappa/Bull
590,A08,InitialFiller,CrossFramePhoneticAnchor,0.761,6,6,Lower Indus:4; Inter-Riverine:2,Mohenjo-daro:2; Harappa:2; Allahdino:1; Chanhu-daro:1,Bull:6,SEAL:6,Steatite:5; Unknown:1,<START>|390:6,TerminalFormula:5; InitialClassifierFormula:1,M-968@Mohenjo-daro/Bull; H-75@Harappa/Bull; M-998@Mohenjo-daro/Bull; H-1046@Harappa/Bull; Ad-1@Allahdino/Bull; C-2@Chanhu-daro/Bull
861-002,C02-A01,InitialFiller,CrossFramePhoneticAnchor,0.755,18,18,Lower Indus:9; Inter-Riverine:8; Gujarat/Kutch:1,Mohenjo-daro:9; Harappa:8; Lothal:1,Bull:11; Unknown:5; Zebu:1; Elephant:1,SEAL:11; TAB:7,Steatite:10; Unknown:5; Clay:2; Faience:1,<START>|240:15; <START>|233:3,PrimeEntitySealFormula:9; PrimeEntityAdministrativeFormula:7; InitialClassifierFormula:2,M-7@Mohenjo-daro/Bull; M-199@Mohenjo-daro/Bull; H-51@Harappa/Bull; M-1753@Mohenjo-daro/Bull; M-1726@Mohenjo-daro/Bull; -@Mohenjo-daro/Bull; M-79@Mohenjo-daro/Bull; M-1115@Mohenjo-daro/Zebu
798,A14,InitialFiller,CrossFramePhoneticAnchor,0.745,4,4,Lower Indus:2; Inter-Riverine:2,Mohenjo-daro:2; Harappa:2,Bull:2; Unknown:2,SEAL:2; TAB:2,Steatite:2; Faience:2,<START>|240:2; 002|740:1; <START>|233:1,TerminalFormula:3; PrimeEntitySealFormula:1,M-1681@Mohenjo-daro/Bull; H-248@Harappa/Unknown; H-1922@Harappa/Unknown; M-121@Mohenjo-daro/Bull
240-740-090,A02-T01-A10,TerminalFiller,CrossFramePhoneticAnchor,0.709,13,13,Lower Indus:7; Inter-Riverine:6,Mohenjo-daro:7; Harappa:5; Kalibangan:1,Cros:7; Bull:2; S590:2; Gavial:2,TAB:11; SEAL:2,Unknown:5; Steatite:4; Clay:2; Faience:2,235|<END>:11; 031|<END>:1; 060|<END>:1,TerminalFormula:12; ClassifierSlotTerminalFormula:1,H-440@Harappa/Bull; K-16@Kalibangan/Bull; H-2055@Harappa/S590; H-2054@Harappa/S590; H-2020@Harappa/Gavial; H-2019@Harappa/Gavial; M-2026@Mohenjo-daro/Cros; M-464@Mohenjo-daro/Cros
705-033-520,A13-A11-T02,TerminalFiller,CrossFramePhoneticAnchor,0.703,3,3,Lower Indus:2; Inter-Riverine:1,Mohenjo-daro:2; Harappa:1,Unknown:1; Bull:1; Composite Bull:1,SEAL:3,Steatite:3,233|<END>:1; <START>|001:1; 060|<END>:1,ClassifierSlotTerminalFormula:2; TerminalFormula:1,H-649@Harappa/Unknown; M-670@Mohenjo-daro/Bull; M-303@Mohenjo-daro/Composite Bull
590-390-740,A08-M02-T01,TerminalFiller,CrossFramePhoneticAnchor,0.681,2,2,Lower Indus:1; Inter-Riverine:1,Mohenjo-daro:1; Harappa:1,Bull:2,SEAL:2,Steatite:2,233|<END>:1; 060|<END>:1,ClassifierSlotTerminalFormula:1; TerminalFormula:1,M-900@Mohenjo-daro/Bull; H-510@Harappa/Bull
803-740,A12-T01,TerminalFiller,CrossFramePhoneticAnchor,0.668,3,3,Lower Indus:2; Inter-Riverine:1,Mohenjo-daro:2; Harappa:1,Unknown:2; Bull:1,SEAL:2; TAB:1,Steatite:2; Faience:1,741|<END>:1; 060|<END>:1; 235|<END>:1,TerminalFormula:3,H-776@Harappa/Unknown; M-682@Mohenjo-daro/Unknown; M-1845@Mohenjo-daro/Bull
706-033-520,R09-A11-T02,TerminalFiller,CrossFramePhoneticAnchor,0.666,3,3,Inter-Riverine:2; Lower Indus:1,Harappa:2; Mohenjo-daro:1,Bull:3,SEAL:3,Steatite:3,002|<END>:2; 235|<END>:1,ClassifierSlotTerminalFormula:2; TerminalFormula:1,H-44@Harappa/Bull; H-456@Harappa/Bull; M-781@Mohenjo-daro/Bull
390,M02,InitialFiller,CrossFramePhoneticAnchor,0.656,2,2,Gujarat/Kutch:1; Inter-Riverine:1,Lothal:1; Harappa:1,Goat:2:1; Unknown:1,SEAL:1; TAB:1,Steatite:1; Faience:1,<START>|741:1; 060|<END>:1,LowEvidenceSequence:1; TerminalFormula:1,L-48@Lothal/Goat:2; H-239@Harappa/Unknown
001,A05,InitialFiller,CrossFramePhoneticAnchor,0.654,4,4,Eastern Headwaters:2; Lower Indus:2,Banawali:2; Mohenjo-daro:1; Nausharo:1,Goat:3:1; Scene:1; Zebu:1; Unknown:1,SEAL:3; POT:1,Steatite:3; Clay:1,<START>|520:2; 820|<END>:1; 031|<END>:1,TerminalFormula:2; InitialClassifierFormula:1; LowEvidenceSequence:1,-@Banawali/Goat:3; -@Banawali/Scene; M-1103@Mohenjo-daro/Zebu; Ns-70@Nausharo/Unknown
004-407,R28-R12,TerminalFiller,CrossFramePhoneticAnchor,0.651,4,4,Lower Indus:3; Inter-Riverine:1,Mohenjo-daro:3; Harappa:1,Unknown:3; Bull:1,SEAL:4,Steatite:4,001|<END>:3; <START>|001:1,TerminalFormula:3; LowEvidenceSequence:1,H-420@Harappa/Bull; M-1310@Mohenjo-daro/Unknown; M-1308@Mohenjo-daro/Unknown; M-1262@Mohenjo-daro/Unknown
002,A01,PreTerminalFiller,CrossFramePhoneticAnchor,0.647,2,2,Lower Indus:1; Inter-Riverine:1,Mohenjo-daro:1; Kalibangan:1,Unknown:1; Gavial:1,SEAL:1; TAB:1,Steatite:1; Terracotta:1,820|740:2,ClassifierSlotTerminalFormula:2,M-1960@Mohenjo-daro/Unknown; K-157@Kalibangan/Gavial
125,R05,InitialFiller,CrossFramePhoneticAnchor,0.643,3,3,Lower Indus:2; Inter-Riverine:1,Mohenjo-daro:2; Kalibangan:1,Bull:3,SEAL:3,Steatite:3,<START>|390:2; <START>|741:1,TerminalFormula:3,M-320@Mohenjo-daro/Bull; M-878@Mohenjo-daro/Bull; K-5@Kalibangan/Bull
760-740,A16-T01,TerminalFiller,CrossFramePhoneticAnchor,0.64,3,3,Lower Indus:2; Gujarat/Kutch:1,Mohenjo-daro:2; Dholavira:1,Bull:3,SEAL:3,Steatite:3,001|<END>:3,TerminalFormula:3,-@Dholavira/Bull; M-707@Mohenjo-daro/Bull; M-758@Mohenjo-daro/Bull
820-060,C01-A06,InitialFiller,CrossFramePhoneticAnchor,0.628,4,4,Lower Indus:2; Inter-Riverine:1; Other:1,Mohenjo-daro:2; Kalibangan:1; Unknown:1,Bull:3; Composite Bull:1,SEAL:4,Steatite:3; Unknown:1,<START>|240:2; <START>|001:1; <START>|233:1,ClassifierSlotTerminalFormula:4,K-16@Kalibangan/Bull; M-300@Mohenjo-daro/Composite Bull; M-31@Mohenjo-daro/Bull; -@Unknown/Bull
061-740,R29-T01,TerminalFiller,CrossFramePhoneticAnchor,0.61,3,3,Lower Indus:2; Inter-Riverine:1,Mohenjo-daro:2; Harappa:1,Bull:1; Unknown:1; Zebu:1,SEAL:2; TAB:1,Steatite:2; Unknown:1,001|<END>:2; 060|<END>:1,ClassifierSlotTerminalFormula:2; TerminalFormula:1,M-322@Mohenjo-daro/Bull; H-1198@Harappa/Unknown; M-261@Mohenjo-daro/Zebu
705,A13,InitialFiller,CrossFramePhoneticAnchor,0.598,2,2,Lower Indus:1; Gujarat/Kutch:1,Mohenjo-daro:1; Dholavira:1,Bull:2,SEAL:2,Unknown:2,<START>|390:2,LowEvidenceSequence:1; TerminalFormula:1,M-1825@Mohenjo-daro/Bull; -@Dholavira/Bull
861,C02,InitialFiller,CrossFramePhoneticAnchor,0.566,2,2,Lower Indus:1; Inter-Riverine:1,Mohenjo-daro:1; Harappa:1,Bull:2,SEAL:2,Steatite:1; Unknown:1,<START>|741:2,ClassifierSlotTerminalFormula:1; InitialClassifierFormula:1,M-170@Mohenjo-daro/Bull; H-102@Harappa/Bull
817-002,C03-A01,InitialFiller,AffixOrFormulaAnchor,0.785,16,16,Lower Indus:10; Inter-Riverine:5; Gujarat/Kutch:1,Mohenjo-daro:8; Harappa:5; Lothal:1; Jhukar:1; Chanhu-daro:1,Bull:6; Unknown:3; Bull2:3; Gaur:2; Tigr:2,SEAL:13; TAB:3,Steatite:10; Clay:3; Unknown:3,<START>|240:9; <START>|233:7,PrimeEntitySealFormula:9; ClassifierSlotTerminalFormula:3; PrimeEntityAdministrativeFormula:3; InitialClassifierFormula:1,L-41@Lothal/Bull; M-246@Mohenjo-daro/Gaur; M-1226@Mohenjo-daro/Gaur; M-1746@Mohenjo-daro/Bull; M-144@Mohenjo-daro/Bull; M-289@Mohenjo-daro/Tigr; H-137@Harappa/Unknown; Jk-2@Jhukar/Bull
920-060,M04-A06,InitialFiller,AffixOrFormulaAnchor,0.657,33,33,Lower Indus:22; Inter-Riverine:6; Gujarat/Kutch:4; Eastern Headwaters:1,Mohenjo-daro:20; Harappa:5; Chanhu-daro:2; Lothal:2; Dholavira:2,Bull:23; Unknown:4; Zebu:2; Gaur:1; Elephant:1,SEAL:26; TAB:5; TAG:2,Steatite:24; Unknown:4; Clay:3; Faience:2,<START>|741:32; <START>|001:1,TerminalFormula:20; LowEvidenceSequence:12; PrimeEntitySealFormula:1,M-1114@Mohenjo-daro/Zebu; M-1902@Mohenjo-daro/Zebu; M-1672@Mohenjo-daro/Bull; M-326@Mohenjo-daro/Bull; M-647@Mohenjo-daro/Bull; C-16@Chanhu-daro/Bull; K-4@Kalibangan/Bull; L-28@Lothal/Bull
032-590,A07-A08,InitialFiller,AffixOrFormulaAnchor,0.643,3,3,Lower Indus:1; Other:1; Inter-Riverine:1,Mohenjo-daro:1; Unknown:1; Harappa:1,Bull:3,SEAL:3,Steatite:2; Unknown:1,<START>|390:2; <START>|741:1,TerminalFormula:2; PrimeEntitySealFormula:1,M-746@Mohenjo-daro/Bull; -@Unknown/Bull; H-515@Harappa/Bull
923-740,R26-T01,TerminalFiller,AffixOrFormulaAnchor,0.639,3,3,Lower Indus:3,Mohenjo-daro:3,Unknown:2; Bull:1,SEAL:3,Steatite:3,741|<END>:1; <START>|001:1; 235|<END>:1,TerminalFormula:3,M-968@Mohenjo-daro/Bull; M-1314@Mohenjo-daro/Unknown; M-407@Mohenjo-daro/Unknown
220,A09,InitialFiller,AffixOrFormulaAnchor,0.629,1,1,Inter-Riverine:1,Harappa:1,Plant:1,TAB:1,Faience:1,<START>|233:1,TerminalFormula:1,H-852@Harappa/Plant
384-740,R27-T01,TerminalFiller,AffixOrFormulaAnchor,0.619,4,4,Lower Indus:4,Mohenjo-daro:4,Unknown:2; Other:1; Bull:1,TAB:3; SEAL:1,Copper:3; Steatite:1,233|<END>:3; 741|<END>:1,TerminalFormula:4,M-504@Mohenjo-daro/Other; M-597@Mohenjo-daro/Unknown; M-1550@Mohenjo-daro/Unknown; M-1771@Mohenjo-daro/Bull
176-740-090,R02-T01-A10,TerminalFiller,AffixOrFormulaAnchor,0.615,8,8,Inter-Riverine:8,Harappa:8,Composite/Multiple:8,TAB:8,Clay:6; Faience:2,741|<END>:8,TerminalFormula:8,H-2024@Harappa/Composite/Multiple; H-1935@Harappa/Composite/Multiple; H-1934@Harappa/Composite/Multiple; H-2026@Harappa/Composite/Multiple; H-2028@Harappa/Composite/Multiple; H-2029@Harappa/Composite/Multiple; H-2027@Harappa/Composite/Multiple; H-2030@Harappa/Composite/Multiple
806-235,M06-M01,InitialFiller,AffixOrFormulaAnchor,0.609,6,6,Lower Indus:6,Mohenjo-daro:6,Unknown:3; Comp:2; Bull:1,SEAL:3; TAB:3,Steatite:3; Copper:3,<START>|233:3; <START>|240:2; <START>|520:1,TerminalFormula:3; LowEvidenceSequence:3,M-686@Mohenjo-daro/Unknown; M-30@Mohenjo-daro/Bull; M-405@Mohenjo-daro/Unknown; -@Mohenjo-daro/Comp; M-1523@Mohenjo-daro/Comp; M-1524@Mohenjo-daro/Unknown
806,M06,InitialFiller,AffixOrFormulaAnchor,0.607,6,6,Lower Indus:6,Mohenjo-daro:6,Unknown:4; Other:2,TAB:5; SEAL:1,Copper:5; Steatite:1,<START>|233:6,TerminalFormula:5; LowEvidenceSequence:1,M-503@Mohenjo-daro/Unknown; M-1449@Mohenjo-daro/Other; M-504@Mohenjo-daro/Other; M-597@Mohenjo-daro/Unknown; M-1550@Mohenjo-daro/Unknown; M-1953@Mohenjo-daro/Unknown
100-740,A15-T01,TerminalFiller,AffixOrFormulaAnchor,0.605,1,1,Lower Indus:1,Mohenjo-daro:1,Comp:1,TAB:1,Copper:1,233|<END>:1,TerminalFormula:1,M-550@Mohenjo-daro/Comp
368,R04,TerminalFiller,AffixOrFormulaAnchor,0.605,1,1,Lower Indus:1,Mohenjo-daro:1,Gaur:1,SEAL:1,Steatite:1,001|<END>:1,PrimeEntitySealFormula:1,M-235@Mohenjo-daro/Gaur
