Unit,AbstractUnit,Role,TestClass,Dimension,Category,Count,UnitOccurrences,BaselineCount,Expected,Lift,Log2Lift,AssociationScore,Strength
632-269-013,R58-R53-R63,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
632-300,R58-R199,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
634-840-032-384,R251-R10-A07-R27,PreTerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
635-706-760-595-820,R252-R09-A16-R46-C01,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
645-286,R25-R196,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
683-572,R257-R74,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
684-572,R258-R74,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
689-880-220-002,R262-R296-A09-A01,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
694,R263,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
705-033-017-585-740,A13-A11-R17-R24-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
705-255-740,A13-R07-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
705-500,A13-R55,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
706-033,R09-A11,InitialFiller,AffixOrFormulaAnchor,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
706-033-760-740,R09-A11-A16-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
706-033-807-388-740,R09-A11-R283-R33-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
707,R265,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
740-031-243-617,T01-M03-R69-R57,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
740-031-590-390-161,T01-M03-A08-M02-R107,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
740-952-740,T01-R304-T01,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-003-220-520,A03-M05-A09-T02,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-003-429,A03-M05-R223,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-017-390,A03-R17-M02,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-031-017-575-740,A03-M03-R17-R22-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-042-740,A03-R152-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-233-235-100-740,A03-A04-M01-A15-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-235-231-740-741,A03-M01-R21-T01-A03,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-235-904-740,A03-M01-R19-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-240-350-504,A03-A02-R11-R45,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-415-100-740,A03-R13-A15-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-416-740,A03-R34-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-440-740,A03-R38-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-460-740,A03-R91-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-484-337-740,A03-R132-R122-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-550-527,A03-R15-T04,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-590-390-151,A03-A08-M02-T05,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-840-032-740,A03-R10-A07-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
741-927-740,A03-R82-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
759,R271,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
760-740-194-740-817,A16-T01-R177-T01-C03,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
773-740,R60-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
786-530-742-240,R275-R56-R76-A02,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
790-390-741-590,R100-M02-A03-A08,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
790-900-740,R100-R06-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
792-269-740,R277-R53-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
798-233-790-900-740,A14-A04-R100-R06-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
798-240-176,A14-A02-R02,PrimeEntityFiller,PrimeEntityContextNeeded,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
798-240-235-388,A14-A02-M01-R33,PrimeEntityFiller,PrimeEntityContextNeeded,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
798-740-565,A14-T01-R73,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
803-003-900,A12-M05-R06,PrimeEntityFiller,PrimeEntityContextNeeded,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
803-220-520,A12-A09-T02,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
803-233-032-861,A12-A04-A07-C02,PrimeEntityFiller,PrimeEntityContextNeeded,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
803-233-520,A12-A04-T02,TerminalFiller,AffixOrFormulaAnchor,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
803-504-595-002,A12-R45-R46-A01,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
803-740-125-374-842,A12-T01-R05-R88-R79,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
803-798-415-220,A12-A14-R13-A09,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
803-923-740,A12-R26-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
804,R281,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
805-233-003-793,R282-A04-M05-R278,PrimeEntityFiller,PrimeEntityContextNeeded,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
806-032-220-740-679,M06-A07-A09-T01-R35,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
806-235-240-055,M06-M01-A02-R23,PrimeEntityFiller,PrimeEntityContextNeeded,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
806-236-503-006-752,M06-R86-R39-R147-R59,PrimeEntityFiller,PrimeEntityContextNeeded,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
806-240-017-575,M06-A02-R17-R22,PrimeEntityFiller,PrimeEntityContextNeeded,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
806-240-520-001-003,M06-A02-T02-A05-M05,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
806-240-520-001-416,M06-A02-T02-A05-R34,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
806-590-405,M06-A08-R01,PrimeEntityFiller,PrimeEntityContextNeeded,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
806-798,M06-A14,InitialFiller,AffixOrFormulaAnchor,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
808-002,R101-A01,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
808-235,R101-M01,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
817-368,C03-R04,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
817-368-060,C03-R04-A06,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
820-002-235-240-231,C01-A01-M01-A02-R21,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
820-002-798,C01-A01-A14,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
820-002-803-322-920,C01-A01-A12-R119-M04,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
820-090-480,C01-A10-R72,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
820-140-820-812-820,C01-M07-C01-R141-C01,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
821,R142,InitialFiller,AffixOrFormulaAnchor,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
831,R78,InitialFiller,AffixOrFormulaAnchor,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
838-740,R61-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
838-798-740-621,R61-A14-T01-R47,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
840-032-740-090,R10-A07-T01-A10,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
840-257-741,R10-R190-A03,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
840-390,R10-M02,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
845-407,R62-R12,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
849,R288,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
850-092,R80-R158,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
859,R290,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
861-002-806-240-844,C02-A01-M06-A02-R287,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
861-002-900-590,C02-A01-R06-A08,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
877,R81,PreTerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
877-861-740,R81-C02-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
892,R36,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
892-647,R36-R256,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
903-903-741,R143-R143-A03,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
904-832,R19-R42,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
906-741,R144-A03,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
912-740,R298-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
920-204-595,M04-R179-R46,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
920-368,M04-R04,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
920-400-740,M04-T03-T01,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
920-455,M04-R44,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
922-060,R299-A06,InitialFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
953,R305,TerminalFiller,ControlOrLowPriority,Region,Lower Indus,1,1,360,0.593,1.686,0.754,0.441,Exploratory
001,A05,InitialFiller,CrossFramePhoneticAnchor,Type,POT,1,4,3,0.02,50.583,5.661,0.438,Exploratory
001,A05,InitialFiller,CrossFramePhoneticAnchor,Symbol,Goat:3,1,4,1,0.007,151.75,7.246,0.438,Exploratory
001,A05,InitialFiller,CrossFramePhoneticAnchor,Symbol,Scene,1,4,2,0.013,75.875,6.246,0.438,Exploratory
171-032-031,R67-A07-M03,InitialFiller,ControlOrLowPriority,Symbol,Bull/uncertain,1,4,1,0.007,151.75,7.246,0.438,Exploratory
520-400,T02-T03,TerminalFiller,ControlOrLowPriority,Symbol,Pipal,1,4,1,0.007,151.75,7.246,0.438,Exploratory
820-060,C01-A06,InitialFiller,CrossFramePhoneticAnchor,Symbol,Composite Bull,1,4,2,0.013,75.875,6.246,0.438,Exploratory
001,A05,InitialFiller,CrossFramePhoneticAnchor,Site,Nausharo,1,4,4,0.026,37.938,5.246,0.437,Exploratory
384-740,R27-T01,TerminalFiller,AffixOrFormulaAnchor,Symbol,Other,1,4,6,0.04,25.292,4.661,0.437,Exploratory
820-002-003,C01-A01-M05,InitialFiller,ControlOrLowPriority,Site,Nausharo,1,4,4,0.026,37.938,5.246,0.437,Exploratory
820-060,C01-A06,InitialFiller,CrossFramePhoneticAnchor,Region,Other,1,4,7,0.046,21.679,4.438,0.437,Exploratory
820-060,C01-A06,InitialFiller,CrossFramePhoneticAnchor,Site,Kalibangan,1,4,10,0.066,15.175,3.924,0.437,Exploratory
820-060,C01-A06,InitialFiller,CrossFramePhoneticAnchor,Site,Unknown,1,4,7,0.046,21.679,4.438,0.437,Exploratory
001,A05,InitialFiller,CrossFramePhoneticAnchor,Symbol,Zebu,1,4,14,0.092,10.839,3.438,0.436,Exploratory
001,A05,InitialFiller,CrossFramePhoneticAnchor,Material,Clay,1,4,28,0.185,5.42,2.438,0.427,Exploratory
003-156,M05-T06,TerminalFiller,AffixOrFormulaAnchor,SemanticFrame,ClassifierSlotTerminalFormula,1,2,86,0.283,3.529,1.819,0.426,Exploratory
016-220,R64-A09,InitialFiller,AffixOrFormulaAnchor,SemanticFrame,ClassifierSlotTerminalFormula,1,2,86,0.283,3.529,1.819,0.426,Exploratory
240-630-740,A02-R75-T01,TerminalFiller,AffixOrFormulaAnchor,SemanticFrame,ClassifierSlotTerminalFormula,1,2,86,0.283,3.529,1.819,0.426,Exploratory
590-390-740,A08-M02-T01,TerminalFiller,CrossFramePhoneticAnchor,SemanticFrame,ClassifierSlotTerminalFormula,1,2,86,0.283,3.529,1.819,0.426,Exploratory
861,C02,InitialFiller,CrossFramePhoneticAnchor,SemanticFrame,ClassifierSlotTerminalFormula,1,2,86,0.283,3.529,1.819,0.426,Exploratory
176,R02,PrimeEntityFiller,StrongOnomasticAnchor,Site,Lothal,1,5,18,0.148,6.744,2.754,0.421,Exploratory
590-390,A08-M02,PrimeEntityFiller,StrongOnomasticAnchor,Region,Gujarat/Kutch,1,3,45,0.222,4.496,2.169,0.42,Exploratory
760-740,A16-T01,TerminalFiller,CrossFramePhoneticAnchor,Region,Gujarat/Kutch,1,3,45,0.222,4.496,2.169,0.42,Exploratory
001-003-422,A05-M05-R219,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
001-176-740,A05-R02-T01,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
001-255-435-690-740,A05-R07-R14-R08-T01,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
001-520-350-543-874,A05-T02-R11-R134-R295,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
001-590-390-740,A05-A08-M02-T01,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
001-950-031-384-740,A05-R303-M03-R27-T01,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
003-137,M05-R169,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
003-140-100,M05-M07-A15,PrimeEntityFiller,PrimeEntityContextNeeded,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
003-140-705-255,M05-M07-A13-R07,PrimeEntityFiller,PrimeEntityContextNeeded,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
003-220,M05-A09,PrimeEntityFiller,PrimeEntityContextNeeded,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
003-220-590,M05-A09-A08,InitialFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
003-220-590-405,M05-A09-A08-R01,PrimeEntityFiller,PrimeEntityContextNeeded,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
003-220-740-090,M05-A09-T01-A10,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
003-220-760-151,M05-A09-A16-T05,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
003-390,M05-M02,TerminalFiller,AffixOrFormulaAnchor,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
003-405,M05-R01,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
003-427,M05-R222,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
003-645-740,M05-R25-T01,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
003-900-702-741,M05-R06-R139-A03,InitialFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
003-900-703-741,M05-R06-R264-A03,InitialFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
004-405,R28-R01,TerminalFiller,AffixOrFormulaAnchor,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
005-407,R49-R12,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
005-900-740,R49-R06-T01,TerminalFiller,AffixOrFormulaAnchor,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
012-440,R148-R38,InitialFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
016-407,R64-R12,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
017-575,R17-R22,PrimeEntityFiller,PrimeEntityContextNeeded,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
017-585-740,R17-R24-T01,TerminalFiller,AffixOrFormulaAnchor,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
031-002,M03-A01,InitialFiller,AffixOrFormulaAnchor,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
031-013-840,M03-R63-R10,PrimeEntityFiller,PrimeEntityContextNeeded,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
031-105,M03-R163,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
031-154,M03-R51,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
031-220-235,M03-A09-M01,PrimeEntityFiller,PrimeEntityContextNeeded,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
031-220-520,M03-A09-T02,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
031-233-520,M03-A04-T02,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
031-240-520,M03-A02-T02,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
031-241-400,M03-R187-T03,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
031-243-151,M03-R69-T05,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
031-350-400,M03-R11-T03,InitialFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
031-350-400-520,M03-R11-T03-T02,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
031-575-002,M03-R22-A01,InitialFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
031-592-031-032-842,M03-R97-M03-A07-R79,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
031-705-033-368,M03-A13-A11-R04,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
031-861-002,M03-C02-A01,InitialFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
032-090-031-151,A07-A10-M03-T05,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
032-125-420-595-400,A07-R05-R218-R46-T03,TerminalFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
032-125-610-002,A07-R05-R247-A01,InitialFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
032-168-235,A07-R108-M01,InitialFiller,ControlOrLowPriority,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
032-220-235-510-460,A07-A09-M01-R231-R91,PrimeEntityFiller,PrimeEntityContextNeeded,Material,Steatite,1,1,412,0.679,1.473,0.559,0.417,Exploratory
